# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
15025.0000 HM322 116859 3 366.0000 p47 r76 293 N p47->p5->v88->r76
15042.0000 HM307 214088 1 1098.0000 p58 r78 281 N p58->r78
15044.0000 HM310 167676 2 957.0000 p34 r76 284 N p34->v82->r76
15076.0000 HM304 234519 2 1272.0000 p35 r61 278 N p35->r66->r61
15158.0000 HM279 146890 1 2483.0000 p35 r79 258 N p35->r79
15163.0000 HM184 219604 2 6723.0000 p52 r79 187 N p52->p35->r79
15166.0000 HM272 102875 1 2841.0000 p35 r79 252 N p35->r79
15186.0000 HM321 241576 2 569.0000 p4 r79 290 N p4->v81->r79
15197.0000 HM327 333960 2 284.0000 p53 r66 295 N p53->r67->r66
15256.0000 HM205 197308 2 5899.0000 p12 r71 201 N p12->p51->r71
15434.0000 HM298 372572 2 1900.0000 p36 r63 268 N p36->v84->r63
15439.0000 HM325 153090 2 630.0000 p13 r65 289 N p13->v86->r65
15442.0000 HM303 416342 1 1680.0000 p53 r75 272 N p53->r75
15453.0000 HM276 224004 2 2930.0000 p2 r63 251 N p2->v90->r63
15511.0000 HM312 490110 2 1312.0000 p48 r63 278 N p48->v91->r63
15546.0000 HM173 229857 3 7576.0000 p31 r73 173 N p31->r64->r60->r73
15553.0000 HM291 397320 3 2381.0000 p50 r62 260 N p50->p21->p3->r62
15599.0000 HM323 428309 2 880.0000 p28 r66 285 N p28->p1->r66
15605.0000 HM326 264977 2 747.0000 p28 r66 287 N p28->p1->r66
15731.0000 HM339 226726 2 277.0000 p50 r63 295 N p50->v81->r63
15752.0000 HM335 150785 2 482.0000 p40 r77 291 N p40->p6->r77
15766.0000 HM314 330209 2 1481.0000 p13 r63 275 N p13->v92->r63
15773.0000 HM263 331691 3 3892.0000 p31 r64 235 N p31->p22->v87->r64
15783.0000 HM334 447333 2 564.0000 p7 r62 290 N p7->r71->r62
15862.0000 HM181 121324 2 7561.0000 p4 r67 173 N p4->r60->r67
15945.0000 HM288 157509 3 2914.0000 p12 r68 251 N p12->p2->v87->r68
15991.0000 HM268 389061 2 3858.0000 p55 r72 235 N p55->v86->r72
16034.0000 HM333 496112 3 857.0000 p49 r65 285 N p49->p24->v90->r65
16231.0000 HM342 119227 2 614.0000 p58 r60 289 N p58->r68->r60
16250.0000 HM317 331442 2 1806.0000 p43 r78 269 N p43->v93->r78
16319.0000 HM299 208544 2 2727.0000 p55 r72 254 N p55->v80->r72
16368.0000 HM293 217359 2 3083.0000 p32 r63 248 N p32->v85->r63
16471.0000 HM332 151758 2 1328.0000 p22 r79 277 N p22->v82->r79
16539.0000 HM287 496720 2 3542.0000 p56 r64 240 N p56->p33->r64
16547.0000 HM278 396554 2 3913.0000 p6 r64 234 N p6->p33->r64
16593.0000 HM329 195914 1 1581.0000 p14 r69 273 N p14->r69
16641.0000 HM347 395696 2 774.0000 p5 r73 287 N p5->v81->r73
16731.0000 HM320 340483 3 2162.0000 p30 r60 263 N p30->p27->v94->r60
16762.0000 HM340 160538 3 1248.0000 p53 r70 279 N p53->r67->p7->r70
